"Group","WTP"
"Generic",9.60766704741345
"Generic",9.8388757573617
"Generic",11.0910958199044
"Generic",10.0493558739972
"Generic",10.0905014146127
"Generic",11.2005454908183
"Generic",10.3226413441924
"Generic",9.11445713577543
"Generic",9.51920300367453
"Generic",9.68803662093003
"Generic",10.8568572582076
"Generic",10.2518696789402
"Generic",10.2805400154158
"Generic",10.0774779011616
"Generic",9.61091120567215
"Generic",11.2508391957622
"Generic",10.3484953347605
"Generic",8.62336799035925
"Generic",10.4909491310946
"Generic",9.66904601459045
"Generic",9.25252340580921
"Generic",9.84741755973919
"Generic",9.28179688618493
"Generic",9.4897761394962
"Generic",9.56247251250552
"Generic",8.81931468248031
"Generic",10.5864509311462
"Generic",10.1073611824856
"Generic",9.20330414409164
"Generic",10.8776704447489
"Generic",10.2985249550338
"Generic",9.79344996190541
"Generic",10.6265879627315
"Generic",10.6146934412731
"Generic",10.5751067571462
"Generic",10.4820481778701
"Generic",10.3877423574763
"Generic",9.9566618025963
"Generic",9.78582613538206
"Generic",9.73367029929133
"Generic",9.51370511475564
"Generic",9.85445790538628
"Generic",9.11422255390221
"Generic",11.518269175737
"Generic",10.8455733988135
"Generic",9.21382399175766
"Generic",9.71798061529065
"Generic",9.67334125246375
"Generic",10.5459755828354
"Generic",9.94164165346972
"Generic",10.1773229597963
"Generic",9.98001727125591
"Generic",9.96999067989608
"Generic",10.9580215988101
"Generic",9.84196031003851
"Generic",11.0615294231007
"Generic",8.91587303703885
"Generic",10.4092296247452
"Generic",10.0866979706912
"Generic",10.1511590981208
"Generic",10.2657476379319
"Generic",9.64837358282349
"Generic",9.76675483143141
"Generic",9.28699723182504
"Generic",9.2497461414671
"Generic",10.212470048983
"Generic",10.3137468450406
"Generic",10.0371029587114
"Generic",10.6455872275158
"Generic",11.435059279939
"Generic",9.65627818376043
"Generic",8.38358178705143
"Generic",10.7040169671236
"Generic",9.50355946619232
"Generic",9.51839396847285
"Generic",10.7178999587877
"Generic",9.80065889506429
"Generic",9.14549760142182
"Generic",10.1269124358244
"Generic",9.90277604629267
"Generic",10.0040349301299
"Generic",10.2696962807884
"Generic",9.74053797774531
"Generic",10.4510635839632
"Generic",9.84565940672687
"Generic",10.232247374741
"Generic",10.7677873092045
"Generic",10.3046270435837
"Generic",9.77184789012814
"Generic",10.8041653329158
"Generic",10.6954526991735
"Generic",10.3838778716556
"Generic",10.167112214578
"Generic",9.56046574677244
"Generic",10.952456713971
"Generic",9.57981828899701
"Generic",11.5311330951116
"Generic",11.0728274383296
"Generic",9.83500974862967
"Generic",9.28150536978525
"Generic",9.50271540541049
"Generic",10.1798185964096
"Generic",9.82731568507634
"Generic",9.75672018042159
"Generic",9.33386700291449
"Generic",9.96848059263375
"Generic",9.45056687138005
"Generic",8.8324406443883
"Generic",9.73384143579857
"Generic",10.6432976263425
"Generic",9.59725712617413
"Generic",10.4255750255575
"Generic",8.86748210419758
"Generic",9.96110662413282
"Generic",10.3635850427604
"Generic",10.2108073535167
"Generic",10.0739733359043
"Generic",9.55150579418624
"Generic",9.40520695777649
"Generic",9.28310984657656
"Generic",10.0823526179701
"Generic",9.33676777007064
"Generic",9.65660978940953
"Generic",9.82073546546123
"Generic",11.2907034036625
"Generic",9.54363506881318
"Generic",10.1647706005994
"Generic",10.0545725946946
"Generic",9.32670035610891
"Generic",9.95008433971348
"Generic",11.0111856008963
"Generic",10.3160528371554
"Generic",10.0288630453951
"Generic",9.70425221736226
"Generic",8.56272694492164
"Generic",10.7919360493899
"Generic",8.97755195035263
"Generic",10.5179632576141
"Generic",11.3363724984522
"Generic",8.98927478731974
"Generic",10.4912490347623
"Generic",9.81646175741827
"Generic",8.89949908859816
"Generic",8.93973264235277
"Generic",8.87892467849779
"Generic",9.62836543448079
"Generic",8.97677109050287
"Generic",10.4815417410831
"Generic",11.470076258368
"Generic",9.09907866677537
"Generic",10.5514171932326
"Generic",10.5383295687006
"Generic",10.2325418052651
"Generic",9.2941363742061
"Generic",9.91638317535854
"Generic",9.80372326538083
"Generic",10.3940926732543
"Generic",9.73929287072732
"Generic",10.6838813706799
"Generic",9.73779339956309
"Generic",10.7368980259055
"Generic",9.26557609533375
"Generic",9.11789132866932
"Generic",12.2687279544597
"Generic",9.7081996882877
"Generic",10.2087593140785
"Generic",10.4455987718237
"Generic",9.66135356200388
"Generic",10.3618034310195
"Generic",10.2582751691696
"Generic",9.84923364465081
"Generic",10.0457051234677
"Generic",9.97615292238308
"Generic",11.4899163293113
"Generic",9.48106473260902
"Generic",9.23280261304773
"Generic",10.0264518794198
"Generic",10.2173365246102
"Generic",10.3055664352371
"Generic",9.67914426710223
"Generic",9.25567170622017
"Generic",10.8842296232626
"Generic",9.75524472843251
"Generic",9.39414099614264
"Generic",9.83460430174123
"Generic",9.86197687395601
"Generic",10.7769442027995
"Generic",10.059316104538
"Generic",10.5278376496292
"Generic",9.65049558797942
"Generic",10.1501117167071
"Generic",9.77271986195642
"Generic",10.0662084697215
"Generic",9.37324564941572
"Generic",9.08243892667042
"Generic",11.3980493693236
"Generic",10.4204961765707
"Generic",9.12411004686254
"Generic",9.57218385832371
"Generic",9.17016394078188
"Generic",11.5391672442186
"Generic",10.9186890835035
"Generic",9.81439846031255
"Generic",10.3802358414625
"Generic",9.7099620364568
"Generic",9.6666271737691
"Generic",9.44797801350483
"Generic",9.58376791277834
"Generic",11.1556352271357
"Generic",9.96218031244019
"Generic",10.0834716654993
"Generic",10.1705812007194
"Generic",10.8627331149397
"Generic",9.63875531833865
"Generic",9.30524499472557
"Generic",11.1729878526822
"Generic",9.6911857481663
"Generic",9.49385382104209
"Generic",9.1346088167817
"Generic",9.10069899437754
"Generic",9.59821856449141
"Generic",10.4325900720166
"Generic",10.7768936972508
"Generic",10.4953118476849
"Generic",9.74543989203332
"Generic",10.0418249561692
"Generic",9.50678247542395
"Generic",9.49794728689819
"Generic",10.6192553492838
"Generic",9.28908519497752
"Generic",11.3687057758447
"Generic",9.9367762842239
"Generic",10.1501771786405
"Generic",9.4830306066823
"Generic",9.59792791716571
